date;bikes
2025-03-12;902414,901844,901003,902289,902192,901465,902926,901561,900647,902216,900233,902114,900469,902628,902831,901411,902273,901801,901398,902167,902218,902487,901256,902983,900365,902490,902015,901276,902330,902861,901954,901675,901244,902681,901493,900116,900620,902753,900474,900111,902693,900028,902069,901764,902943,901991,902811,900980,901673,900498,902956,901137,900408,902223,900227,901705,901894,900191,902312,901337,902727,901071,901012,901495,900311,901220,902559,902206,900607,901192,902498,902132,901919,900872,902008,900622,902469,900906,900636,900237,900963,900391,900881,902618,900563,902694,902981,900338,900387,900410,901035,902826,902884,902900,901312,902933,902997,900946,902311,902621,902731,900627,900178,902523,902034,902646,902031,902868,900985,902052,900119,902644,902390,902915,901406,900278,901942,903000,900032,900182,900972,900556,900184,902941,900418,900114,900904,902683,902142,903023,901707,901931,900322,900259,900211,901630,901414,900644,902713,902373,901131,901569,900999,901609,901788,902725,901986,900521,900602,900693,902205,902663,900969,902708,901227,903037,900346,901142,902807,900401,902313,900328,901235,902196,900396,901723,901300,902090,902928,900129,900691,900421,901923,901679,901482,901925,901178,900449,901048,902337,901524,900049,900542,902176,901219,902747,901845,901248,902843,900823,902081,900949,900298,900824,900495,900941,900310,902296,900873,902605,901943,901009,901469,902434,902398,902599,902568,902785,901837,902320,902163,901320,900871,901086,901820,901769,902007,901226,900207,901116,900598,901975,900004,903055,902073,902606,901250,901696,902356,901129,901180,901079,901380,901881,902899,902372,902680,901266,901552,902474,902939,900433,901846,903192,901502,902366,901753,901529,902855,900648,901230,900290,900327,902047,900383,902422,900161,902920,900853,901891,902478,900240,901855,902238,900536,902408,902528,900394,902269,902625,902227,902610,902573,901538,900395,902508,902686,902603,900003,901459,901188,901876,901416,902295,902096,900926,903213,900560,900034,902166,901461,902232,901517,901952,902690,900137,901448
2025-03-13;902414,901819,901844,901003,902289,902192,901465,902926,901561,900647,902216,900233,902114,900469,901411,902831,902628,902273,901801,901398,902167,902218,902487,901256,902983,900365,902490,902015,901276,902330,902861,901921,901954,901675,901244,902681,901493,900116,902753,900620,900474,900111,902693,900028,902069,901764,902943,901991,902811,900980,901673,900498,902956,901137,900478,900408,902223,900227,901705,901894,900191,902312,901337,902727,901071,901012,901495,900311,901220,902559,902206,900607,901192,902498,902132,901919,900872,902008,900622,902469,900906,900636,900237,900963,900391,900881,902618,900563,902694,902981,900338,900387,900410,901035,902826,902884,902900,901312,902933,902997,900946,902311,902621,902731,900627,900178,902523,901273,902034,902646,902031,902868,900985,902052,900119,902644,902390,902915,901406,900278,901135,901942,903000,900032,900182,900972,900556,900184,902941,900418,900114,900904,900993,902683,902142,903023,901707,901931,900322,900259,900211,901630,901414,900644,902713,902373,901131,901569,900999,901788,901609,902725,901986,900521,900602,900693,902205,902663,900969,902708,901227,903037,900346,901142,902807,902691,900401,902313,900328,901235,902196,900396,901723,901300,902090,902928,900129,900691,900421,901923,901679,901482,901178,901925,900449,902337,901048,901524,900049,900542,902176,901219,902747,901845,901248,902843,900823,902081,900949,900298,900824,900495,900941,900310,902296,900873,902605,901943,901009,901469,902434,902398,902599,902568,902785,901837,902320,902163,900871,901320,901086,901820,901769,902007,901226,900207,901116,900598,901975,900004,903055,902341,902073,902606,901250,901696,902356,901129,901180,901079,901380,901881,902372,902899,902680,902474,901266,901552,902939,900433,901846,903192,901502,902366,901753,901529,902855,900648,901324,901230,900290,902047,900327,900383,902422,900161,902920,900853,901891,902478,900240,901855,902238,900536,902364,902528,902408,903029,900394,902269,902625,902227,902610,902573,901538,901147,900395,902508,902686,902603,900003,901459,901188,901876,901416,902295,902096,900926,903213,900560,900034,902166,901461,902232,901517,900774,901952,902690,900137,901448
2025-03-14;901819,902192,901465,901561,902114,901411,902831,902273,902167,901256,902983,901954,901675,901244,902681,901493,900620,900116,902753,901358,900028,902069,900980,902956,901137,900408,902223,901705,901337,902727,901012,901495,900311,902559,902132,902008,900622,900906,900237,901357,900391,900563,902694,902981,900338,900410,901035,902900,901312,902933,901798,902523,902034,902646,902031,902868,900119,902915,901406,901408,901942,903000,900182,900972,900184,900114,900904,900993,903023,901931,900322,900211,901630,900644,902713,900602,900693,902205,902663,900969,902691,900401,900691,901923,901679,901482,901925,902337,901524,900542,901219,902747,901248,902843,900823,900949,900824,900495,900941,902296,902605,901943,901469,902434,901837,901320,900871,901086,901820,901769,901226,900598,901975,900004,902341,902073,902606,901881,902680,902474,901552,900433,902732,900648,901324,901230,900290,902422,902478,900240,902238,902528,902195,902269,902573,900667,901538,902508,902686,902603,901459,901876,901416,900926,902166,901461,902232,901952,901448,900154,902414,901844,902289,902926,902216,900647,902628,901801,901398,902218,902487,902734,900365,902490,902015,901276,902330,902861,901921,900470,900474,902693,901764,902943,901991,902811,900938,901515,901673,900498,900925,900478,900013,901894,900191,902312,901071,901220,902206,900607,901192,902498,901919,900872,900636,900963,900881,902618,900387,902826,902884,902997,900946,902311,902621,902731,900627,900178,901273,900985,902052,900235,900320,902644,902390,901135,900032,900556,900736,902941,900418,902683,901707,900259,901414,901026,902373,901131,901569,900999,901609,901788,902527,901986,900521,902708,901227,900346,901142,902807,902313,900328,902196,900396,901723,901300,902090,902928,900421,901178,900449,900049,902176,901845,902081,900873,901009,902398,902599,902568,902785,902320,902163,902007,900207,901116,903055,901250,901696,902356,901129,901079,901180,901380,902372,902899,901266,902939,901846,903192,901502,902366,901753,901529,901082,902855,902047,900383,900161,902920,901855,900536,902364,902408,903029,900394,902625,902227,901147,900003,901188,902295,902096,900678,903213,900560,900034,901517,900774,902690,900137
2025-03-15;902414,901819,901844,902289,901465,902926,901561,900647,902216,902114,902628,901411,902831,902273,901801,901398,902167,902218,902487,901256,902983,900365,902490,902015,901276,902330,902861,901921,901954,901675,900470,901244,902681,901493,900116,900620,902753,901358,902693,900028,902069,901764,902943,901991,902811,900938,901515,901673,900498,902956,900925,900478,900408,902223,901705,900013,901894,900191,902312,902727,901071,901012,901495,900311,901220,902559,902206,900607,901192,902498,902132,901919,900872,902008,900622,900636,900237,901357,900963,900391,900881,902618,900563,902694,902981,900338,901035,902826,902884,902900,901312,902933,902997,900946,902311,902621,901798,902731,900627,900178,902523,902034,901273,902646,902031,902868,902052,900119,900235,900320,902644,902390,902915,901406,901408,901135,901942,903000,900032,900182,900972,900556,900184,900736,902941,900418,900904,900993,902683,901707,901931,900322,900259,900211,901630,901414,901026,900644,902713,902373,901131,901569,900999,901609,901788,902527,901986,900521,900693,902205,902663,900969,902708,901227,900346,901142,902807,902691,900401,902313,900328,900396,902196,901723,901300,902090,902928,900691,900421,901923,901679,901482,901178,901925,900449,902337,901524,900049,900542,902176,901219,902747,901845,901248,902843,902081,900949,900824,900495,900941,902296,900873,902605,901943,901009,901469,902434,902398,902599,902568,902785,901837,902320,902163,900871,901320,901086,901820,901769,902007,901226,900207,901116,901975,900004,903055,902341,902073,902606,901250,901696,901129,901180,901079,901380,901881,902372,902899,902680,901266,902474,901552,900433,902939,902732,901846,903192,902366,901502,901753,901529,901082,902855,900648,901324,901230,900290,902047,900383,902422,902920,900240,901855,902238,900536,902364,902408,902528,903029,902195,900394,902269,902227,902573,900667,901538,901147,902508,902686,902603,901346,900003,901459,901188,901876,901416,902295,902096,900678,903213,900926,900034,902166,901461,902232,901517,900774,901952,902690,901448,900154
2025-03-16;901819,901465,901561,902114,901411,902831,902273,902167,901256,902983,901954,901675,901244,902681,901493,900620,902753,900116,901358,900028,902069,902956,900408,902223,901705,902727,901012,901495,900311,902559,902132,900622,902008,900237,901357,900391,900563,902694,902981,900338,901035,902900,901044,902933,901312,901798,902523,902790,901824,902034,902646,902031,902868,901492,900119,902915,901406,901408,901942,903000,900182,900972,900184,900904,900993,901990,901931,900322,900211,901630,901105,902713,900644,900693,902205,902663,900969,902691,900401,900691,901923,901679,901482,901925,902337,901524,900542,901219,902747,901248,902843,900949,900824,900495,900941,902296,902605,901943,901469,902434,901837,900871,901320,901086,901820,901769,901226,901975,900004,902341,902073,902606,901881,902680,902474,901552,900433,902732,902450,900648,901324,901230,900290,902422,901535,900240,902209,902238,902528,902195,902269,902573,900667,901538,902508,902686,902603,901346,901459,901876,901416,900926,902166,901461,902232,901952,901448,900154,902414,901844,902289,902926,902216,900647,902628,901801,901398,902218,902487,900365,902490,902015,901276,902330,902861,901921,900470,901354,901419,902693,901764,902943,901991,902811,901515,900938,901673,900498,900925,900478,900013,901894,900191,902312,901071,901220,902206,901045,900607,901192,902498,902343,901919,900872,900636,900963,900914,900881,902618,900163,902826,902884,902997,902152,900946,902621,902311,902731,902365,900627,900178,901273,902052,900235,900320,902644,902390,901135,900032,900556,900736,902941,900418,902683,901707,900259,901414,901026,902373,901131,901569,900999,901609,901788,902527,901986,900521,902708,901227,900346,901142,902807,902313,900328,900396,902196,901723,902090,901300,902928,902576,900421,901178,900449,901590,900049,902176,901845,900605,902081,900873,901090,901009,902398,902599,902568,902785,902320,902163,902007,900207,901116,903055,900018,901250,901696,902356,901129,901180,901079,901380,902899,902372,901266,902939,901846,903192,902366,901502,901753,901529,901082,902855,902047,900383,901159,902920,901855,900536,902364,902408,903029,900394,902227,901147,900003,901188,902295,902096,900678,903213,900034,901517,900774,902690
2025-03-17;902414,901819,901844,902289,901465,902926,901561,900647,902216,902114,902628,902831,901411,902273,901398,902167,902218,902487,901256,902964,902983,900365,902490,902015,901276,902330,902861,901954,901921,901675,901244,900470,902681,901493,901354,900620,902753,900116,901358,901419,900028,902693,902069,901764,902943,901991,902811,900938,901515,901673,900498,902956,900925,900478,900408,902223,901705,900013,901894,900191,900033,902312,902727,901071,901012,901495,900311,901220,902559,902206,901045,900607,901192,902498,902343,902132,900872,902008,900636,900237,901357,900963,900391,900914,900881,902618,900563,902694,902981,900163,900338,902826,902884,902900,901044,901312,902933,902997,902311,902152,900946,902621,902731,901798,902365,900627,900178,902523,902790,901824,902034,901273,902646,902031,902868,901492,900119,902052,900235,900320,902390,902915,901408,901135,901942,900032,900182,900972,900184,900736,902941,900418,900993,902683,901990,901931,900322,900259,900211,901630,901414,901105,902713,901026,902373,901131,901569,900999,901788,901609,902527,901986,900521,902205,902663,900969,902708,901227,900346,901142,902807,902691,902313,900401,900328,900396,902196,901723,901300,902090,902928,902576,900691,900421,901923,901679,901482,901178,901925,902337,901590,900049,901524,900542,902176,901219,902747,901845,902843,900605,902081,900949,900824,900495,900941,902296,900873,901943,901009,901090,902434,902398,902599,902568,901837,902785,902163,900871,901320,901086,901820,901769,902007,901226,900207,901975,903055,902341,900018,902073,902606,901250,901696,902356,901129,901079,901180,901380,902372,902899,902680,902474,901266,901552,902939,900433,902732,901846,903192,902450,901502,901753,901529,901082,902855,900648,901324,901230,900290,902047,900383,901159,902422,902920,900240,901855,902238,900536,902209,902364,902408,902528,903029,902195,900394,902269,902227,902573,900667,901147,902508,902686,902603,901346,900003,901459,901188,901876,901416,902096,900678,903213,900926,900034,902166,901461,902232,901517,900774,901952,902690,901448,900154
2025-03-18;902414,901819,901844,902289,901465,902926,901561,900647,902216,902114,902628,902831,901411,902273,901398,902167,902218,902487,901256,902983,900365,902490,902015,901276,902330,902861,901921,901954,901675,901244,900470,902681,901493,901354,900620,902753,900116,901358,901419,900028,902693,902069,901764,902943,901991,902811,900938,901515,901673,900498,902956,900925,900478,900408,902223,901705,900013,901894,900191,900033,902312,902727,901071,901012,901495,900311,901220,902559,902206,901045,900607,901192,902498,902343,902132,902008,900872,900636,900237,901357,900963,900391,900914,900881,902618,900563,902694,902981,900163,900338,902826,902884,902900,901044,902933,901312,902997,902311,902152,900946,902621,902731,901798,902365,900627,900178,902523,902790,901824,902034,901273,902646,902031,902868,901492,902052,900119,900235,900320,902390,902915,901408,901135,901942,900032,900182,900972,900184,900736,902941,900418,900993,902683,901990,901931,900322,900259,900211,901630,901414,901105,901026,902713,902373,901569,900999,901788,901609,902527,901986,900521,902205,902663,900969,902708,901227,900346,901142,902807,902691,902313,900401,900328,900396,902196,901723,902090,901300,902928,902576,900691,900421,901923,901679,901482,901178,901925,902337,901590,900049,901524,900542,902176,901219,902747,901845,902843,900605,902081,900949,900824,900495,900941,902296,900873,901943,901009,901090,902434,902398,902599,902568,902785,901837,902163,901320,900871,901086,901820,901769,902007,901226,900207,901975,903055,902341,900018,902073,902606,901250,901696,901129,902356,901079,901180,901380,902899,902372,902680,901266,901552,902474,902939,900433,902732,901846,903192,902450,901502,901753,901529,901082,902855,900648,901324,901230,900290,902047,900383,901159,902422,902920,900059,900240,901855,902238,900536,902209,902364,902408,902528,903029,900394,902195,902269,902227,902573,900667,901147,902508,902686,902603,901346,900003,901459,901188,901876,901416,902096,900678,900926,903213,900034,902166,901461,902232,901517,900774,901952,902690,901448,900154
2025-03-19;902414,901819,901844,902289,901465,902926,901561,900647,902216,902114,902628,902831,901411,902273,901398,902167,902218,902487,901256,902983,900365,902490,902015,901276,902330,902861,901954,901921,901675,901244,900470,902681,901493,901354,900620,902753,900116,901358,901419,900028,902693,902069,901764,902943,901991,902811,901515,900938,901673,900498,902956,900925,900478,900408,902223,901705,900013,901894,900191,900033,902312,902727,901071,901012,901495,900311,901220,902559,902206,901045,900607,901192,902498,902343,902132,902008,900872,900636,900237,901357,900963,900391,900881,900914,902618,900563,902694,902981,900163,900338,902826,902884,902900,901044,902933,901312,902997,902311,902152,900946,902621,902731,902365,901798,900627,900178,902523,902790,901824,902034,901273,902646,902031,902868,901492,902052,900119,900235,900320,902390,902915,901408,901135,901942,900032,900182,900972,900184,900736,902941,900418,900993,902683,901990,901931,900322,900259,900211,901630,901414,901105,902713,901026,902373,901569,900999,901788,901609,902527,901986,900521,902205,902663,900969,902708,901227,900346,901142,902807,902691,902313,900401,900328,900396,902196,901723,901300,902090,902928,902576,900691,900421,901923,901679,901482,901178,901925,902337,901590,900049,901524,900542,902176,901219,902747,901845,902843,900605,902081,900949,900824,900495,900941,902296,900873,901943,901009,901090,902434,902398,902599,902568,902785,901837,902163,900871,901320,901086,901820,901769,902007,901226,900207,901975,903055,902341,900018,902073,902606,901250,901696,900359,901129,902356,901079,901180,901380,902899,902372,902680,902474,901552,901266,900433,902939,902732,901846,903192,902450,901502,901753,901529,901082,902855,900648,901324,901230,900290,902047,900383,901159,902422,902920,900240,901855,902238,900536,902209,902364,902608,902408,902528,903029,900394,902195,902269,902227,902573,901663,900667,901147,902508,902686,902603,901346,900003,901459,901188,901876,901416,902096,900678,900926,903213,900034,902166,901461,902232,901517,900774,901952,902690,901448,900154
2025-03-20;903055,902490,902206,901942,902273,901086,902603,902928,901769,902686,900478,900470,902223,902576,901411,902573,900999,900049,901357,901788,902196,902831,902683,900949,902785,902747,902269,901227,902008,900184,901256,902311,900211,900521,902052,901346,902341,902434,900391,902663,901105,901837,900667,902691,902218,900207,900259,901675,902933,902364,902693,900536,902920,901609,903029,901723,901273,900963,901129,902868,900636,901493,900421,901921,900237,901820,902826,902621,902195,901416,901147,902727,902753,902527,901952,900938,900328,900495,901320,902422,902034,902289,903192,901846,901552,902114,902731,902227,900290,900563,902523,900394,900872,902408,900873,901517,901419,902900,901012,902132,901975,900433,902618,902861,901071,902373,901923,900338,901178,901925,901679,900678,902343,901986,900605,900946,901492,902899,902152,901990,902232,902069,900240,900032,902939,902943,902926,900408,902681,900914,900003,902628,902983,902941,900311,900034,902081,901045,902090,900498,900627,902981,901529,901465,902163,902313,901026,901009,900365,900993,901561,901515,902096,901894,901226,902073,902807,901461,900969,901696,902356,900383,901798,900154,902713,900881,902855,901876,900926,902690,901230,902205,901844,901931,900401,900320,900033,900163,901954,901590,901502,901448,901764,902031,900346,901324,901459,902568,901819,902884,902528,901398,901276,901250,902312,900018,901524,900191,900607,901180,901135,902015,902559,901943,901188,900941,902680,900119,900774,901855,902330,902811,902414,901630,902296,901414,902498,901380,901244,902372,901082,900648,901358,902790,900013,902843,900736,901705,900972,902390,901673,901569,901266,902337,901824,900691,900542,902398,902606,902047,901753,902176,900620,901991,902508,901159,900925,901845,900647,900116,902915,902732,902599,901408,902997,900418,901044,900396,903213,901220,901192,902474,902487,901354,901495,902007,902238,901482,901142,902209,902365,900824,900322,900178,902216,902166,901079,902694,901300,901219,902450,900235,900182,902708,900028,901090,902646,900871,901312,902956,902167
2025-03-21;903055,902490,902206,901942,902273,901086,902603,902928,901769,902686,900478,900470,902223,902576,901411,902573,900999,900049,901357,901788,902196,902831,902785,900949,902683,902747,902269,901227,900184,902008,901256,902311,900211,900521,902052,901346,902341,902434,900391,902663,901105,901837,900207,902691,902218,900667,902933,901675,900259,902364,902693,900536,902920,901609,903029,901723,901273,900963,901129,902868,900636,901493,900421,901921,900237,901820,902826,902621,902195,901416,901147,902727,902753,901952,902527,900938,900328,900495,901320,902422,902034,901372,902289,903192,901846,901552,902114,902731,902227,900290,900563,902523,900394,900872,902408,901517,900873,901419,902900,901012,902132,901975,900433,902618,902861,901071,902373,901923,900338,901178,901925,901679,900678,902343,900605,901986,900946,901492,902899,902152,901990,902232,902069,900240,900032,902939,902943,902926,900408,902681,900914,900003,902628,902983,902941,900311,900034,902081,901045,902090,900498,900627,902981,901529,901465,902163,902313,901026,900365,901009,900993,901561,901515,902096,901894,901226,902073,902807,901461,900969,901696,902356,900383,900154,901798,900881,902713,902855,901876,900926,902690,901230,902205,901844,901931,900401,900320,900280,900033,901590,900163,901954,901502,901448,901764,902031,900346,901324,901459,902568,901819,902884,902528,901398,901276,901250,902312,900018,901524,900191,900607,901180,901135,902015,902559,901943,901188,900941,902680,900119,900774,901855,902330,902811,902414,901630,902296,901414,902498,901380,901244,902372,901082,900648,901358,902790,900013,902843,900736,901705,900972,902390,901673,901569,901266,902337,901824,900691,902398,900542,902606,902047,901753,902176,900620,901991,902508,901159,900925,901845,900647,900116,902915,902732,902599,901408,902997,900418,901044,900396,903213,901220,901192,902474,902487,901354,901495,902007,902238,901482,901142,902209,902365,900824,900322,900178,902216,902166,901079,902694,901300,901219,902450,900235,900182,902708,900028,901090,902646,900871,901312,902956,902167
2025-03-22;903055,902490,902206,901942,902273,901086,902603,902928,901769,902686,900478,900470,902223,902576,901411,902573,900999,900049,901357,901788,902196,902831,902785,902683,900949,902747,902269,901227,900184,902008,901256,902311,900211,900521,902052,901346,902434,900391,902663,901105,901837,900207,902691,902218,900667,902933,901675,902364,902693,900536,902920,901609,901723,903029,901273,902904,900963,901129,902868,900636,901493,900421,901921,900237,901820,902826,902621,902195,901416,901147,902727,902527,902753,901952,900938,901966,900328,900495,901320,902422,902034,901372,902289,903192,901846,901552,902114,902731,902227,900290,900563,902523,900394,900872,900873,901517,901419,902900,901012,902132,901975,900433,902618,902861,901071,902373,901923,900338,901178,901925,901679,900678,902343,900605,901986,900946,901492,902899,902152,901990,902232,902069,900240,900032,902939,902943,902926,900408,902681,900914,900003,902628,900273,902983,902941,900311,900034,902081,901045,902090,900498,900627,902981,901529,901465,902163,902313,901026,900365,901009,900993,901561,901515,902096,901894,900746,901226,902073,902807,901461,900969,901696,902356,900383,901798,900154,902713,900881,902855,901876,900926,902690,901230,902205,901844,901931,900401,900320,900280,900033,901590,901954,900163,901502,901448,901764,902031,900346,901324,901459,902568,901819,902884,902528,901398,901276,901250,902312,900018,901524,900191,900607,901180,901135,902015,902559,901943,901188,900941,902485,902680,900119,900774,902330,901855,902811,900951,902414,901630,902296,901414,902498,901380,901244,902372,901082,900648,901358,902790,900013,902843,900736,901705,900972,902390,901673,901569,901266,902337,901824,900691,902398,900542,902631,902606,902047,901753,902176,900620,901991,902508,901159,900925,900634,900116,902732,901845,902915,900647,900359,901408,902997,900418,902599,901044,900396,903213,901220,901192,902474,902487,901354,901495,902007,902238,901482,901142,902209,902380,902365,900824,900322,900178,902216,902166,901079,902694,901300,900019,901219,902450,900235,900182,902708,900028,901090,902646,900871,901312,902956,902167
2025-03-23;902490,901942,902273,901086,902928,901769,902686,900470,902576,902573,900049,900949,900184,901227,901256,900211,900521,901346,900391,900207,902691,900667,902933,900135,900536,901273,902904,900963,901442,901129,902868,900636,901493,900421,901921,900237,902826,902621,902527,902034,901372,901552,902114,900394,900873,902132,901975,902087,902425,900433,902618,901071,902373,900338,901925,901679,900678,902343,901986,900946,900770,901492,902899,901990,902069,900032,902926,900408,900003,900311,901487,901088,900034,901045,902090,901465,901009,900993,901515,902096,900746,902807,902073,901461,900196,902356,900859,900383,900154,901876,902690,900926,901230,901931,900280,900163,901590,901502,901448,901764,902031,901398,901276,901250,902312,901524,900607,901180,901135,901943,902485,900119,900774,901855,900951,901414,901380,902498,901244,901082,900648,902790,900013,900736,900972,901266,900691,902398,901753,902176,900620,901991,902508,900925,901845,902915,900418,900396,903213,901192,902474,902487,901354,902238,901482,901079,902694,901219,900019,900235,900028,901312,902956,903055,902206,902603,900478,902223,901411,900999,901357,901788,902196,902831,902785,902683,902269,902008,902747,902311,902052,902434,902663,901105,901837,902218,900259,901675,902364,902693,902920,901609,901723,903029,901820,902195,901416,901147,902727,902753,901952,900938,901966,900328,900495,901320,902422,902289,903192,901846,902731,902227,900290,900563,902523,900872,901517,901419,902900,901012,902861,901923,901178,900605,902152,902232,900240,902939,902943,902681,900914,902640,902628,900273,900145,902983,902941,902081,900498,900627,902981,901529,902163,902313,901026,900365,901561,901894,901226,900969,901696,901798,902713,900881,902855,902205,901844,900401,900320,900033,902281,901954,900346,901324,901459,902568,901819,902884,902528,900018,900191,902015,902559,901188,900941,902680,902330,902811,902414,901630,902296,902372,901358,902843,901705,902390,901673,901569,902337,901824,900542,902631,902606,902047,901159,900634,902599,900116,902732,900359,901408,902997,901044,901220,901495,902007,901142,902209,902380,902365,900322,900178,902216,902166,901300,902450,900182,902708,901090,902646,900871,902167
2025-03-24;903055,902490,902206,901942,902273,901086,902603,900298,902928,902686,900478,900470,900233,902223,902576,901411,902573,900999,900049,901357,901788,902196,902831,902683,900949,902785,902747,902269,901227,902008,900184,901256,902311,900211,900521,902052,901346,902434,900391,902663,901105,901837,900207,902691,902218,900667,902933,901675,900135,902364,902693,900536,902920,901609,901723,903029,901273,902904,901442,900963,902868,900636,901493,900421,901921,900237,901820,902826,902621,902195,901416,901147,902727,902527,901952,902753,900938,901966,900328,900495,902422,902034,901372,902289,903192,901846,901552,902114,902731,902227,900290,900563,902523,900394,900872,900873,901517,901419,902900,901012,902132,901975,902087,902425,900433,902618,902861,901071,902373,900338,901178,901925,901679,900678,902343,900605,901986,900946,900770,901492,902899,902152,901990,902232,902069,900240,900032,902939,902943,902926,900408,902681,900914,902640,900003,902628,900077,900273,900145,902941,902983,900311,901487,901088,902081,900034,901045,902090,900498,902610,900627,902981,901529,901465,902313,900365,900993,901561,901515,902096,901894,900746,901226,902807,902073,901461,900969,901696,900196,902356,900859,900383,901798,900154,902713,900881,902855,901876,902690,901230,902205,901844,900401,900320,900280,900033,900163,901590,901954,901502,902281,901448,901764,902031,900346,901324,901459,902568,901819,902884,902528,901398,901250,902312,900018,901524,900191,900607,901180,901135,902015,902559,901943,901188,900941,902485,900119,902680,901235,900774,901855,902330,902811,900951,902414,901630,902296,901414,901380,901244,902372,901082,901358,902790,900013,902843,900736,901705,900972,902390,901673,901569,901266,902337,901824,900691,902398,900542,902631,902606,902047,901753,902176,900620,901991,902508,901159,900925,900634,901845,902599,900116,902915,902732,900359,901408,902997,900418,901044,900396,903213,901220,902474,901354,901495,902007,902238,902142,902209,902380,902365,900322,902216,900178,902166,901079,902694,901300,900019,902450,901891,900235,900182,902708,900028,901090,902646,902253,900871,901312,902956,902167
2025-03-25;903055,902490,902206,901942,902273,901086,902603,900298,902928,902686,900478,900470,900233,902223,902576,901411,902573,900999,900049,901357,901788,902196,902831,902683,900949,902785,902747,902269,901227,902008,900184,901256,902311,900211,900521,902052,901346,902434,900391,902663,901105,901837,900207,902691,902218,900667,902933,901675,900135,902364,902693,900536,902920,901609,901723,903029,901273,902904,901442,900963,902868,900636,901493,900421,901921,900237,901820,902826,902621,902195,901416,901147,902727,902527,902753,901952,900938,901966,900328,900495,902422,902034,901372,902289,903192,901846,902114,902731,902227,900290,900563,902523,900394,900872,900873,901517,901419,902900,901012,902132,901975,902087,902425,900433,902618,902861,901071,900701,902373,901923,900338,901178,901925,901679,900678,902343,900605,901986,900946,900770,901492,902899,902152,901990,902232,902069,900240,900032,902939,902943,902926,900408,902681,900914,902640,900003,902628,900077,900145,902983,902941,900273,900311,901487,901088,902081,900034,901045,902090,900498,902610,900627,902981,901529,901465,902313,900365,900993,901561,901515,902096,901894,900746,901226,902073,902807,901461,900969,901696,900196,902356,900859,900383,901798,900154,900881,902713,902855,901876,902690,901230,902205,901844,900401,900320,900280,900033,901590,901954,900163,901502,902281,901448,901764,902031,900346,901324,901459,902568,901819,902884,902528,901398,901250,902312,900018,901524,900191,900607,901180,901135,902015,902559,901943,901188,900941,902485,900119,902680,901235,900774,901855,902330,902811,900951,902414,901630,902296,901414,901380,901244,902372,901082,901358,902790,900013,902843,900736,901705,900972,902390,901673,901569,901266,902337,901824,900691,900542,902398,902631,902606,902047,901753,902176,900620,901991,902508,901159,900925,900634,901845,902599,900116,902915,902732,900359,901408,902997,900418,901044,900396,903213,901220,902474,901354,901495,902007,902238,902142,902209,902380,902365,900322,900178,902216,902166,901079,902694,901300,900019,902450,901891,900235,900182,902708,900028,901090,902646,902253,900871,901312,902956,902167
2025-03-26;903055,902490,902206,901942,902273,901086,902603,900298,902928,902686,900478,900470,900233,902223,902576,901411,902573,900999,900049,901357,901788,902196,902831,902683,900949,902785,902747,902269,901227,902008,900184,901256,902311,900211,900521,902052,901346,902434,900391,902663,901105,901837,900207,902691,902218,900667,902933,901675,900135,902364,902693,900536,902920,901609,901723,903029,901273,902904,901442,900963,902868,900636,901493,900421,901921,900237,901820,902826,902621,902195,901416,901147,902727,902527,901952,902753,900938,901966,900328,900495,902422,902034,901372,902289,903192,901846,902114,902731,902227,900290,900563,902523,900394,900872,900873,901517,901419,902900,901012,902132,901975,902087,902425,900433,902618,901071,900701,902373,901923,900338,901178,901679,900678,902343,900605,901986,900946,900770,901990,901492,902899,902152,902232,902069,900240,900032,902939,902943,902926,900408,902681,900914,902640,900003,902628,900077,900145,900273,902983,902941,900311,901487,901088,902081,900034,901045,902090,900498,902610,900627,902981,901529,901465,902313,900365,900993,901561,901515,902096,901894,900746,901226,902073,902807,901461,900969,901696,900196,902356,900859,900383,901798,900154,900881,902713,902855,901876,902690,901230,902205,901844,900401,900320,900280,902281,900033,901954,901590,901502,900163,901448,901764,902031,900346,901324,901459,902568,901819,902884,902528,901398,901250,902312,900018,901524,900191,900607,901180,901135,902015,902559,901943,901188,900941,902485,900119,902680,901235,900774,901855,902330,902811,900951,902414,901630,902296,901414,901380,901244,902372,901082,901358,902790,900013,902843,900736,901705,900972,902390,901673,901569,901266,902337,901824,900691,902398,900542,902631,902047,902606,901753,902176,901991,900620,902508,901159,900925,900634,901845,902599,900116,902915,902732,900359,901408,902997,900418,901044,900396,903213,901220,902474,901354,901495,902007,902238,902142,902209,902380,902365,900322,900178,902216,902166,901079,902694,901300,900019,902450,901891,900235,900182,902708,901090,900028,902646,902253,900871,901312,902956,902167
